Category,Category Status,Question,Question Status,Answer,Last Modified Date,Web Address,Display Text
GIS,Published,DEEDS: Can the county help me prepare or review my property deed?,Published,"<p><span style=&#39color: rgb(13, 13, 13); font-family: Söhne, ui-sans-serif, system-ui, -apple-system, &#34Segoe UI&#34, Roboto, Ubuntu, Cantarell, &#34Noto Sans&#34, sans-serif, &#34Helvetica Neue&#34, Arial, &#34Apple Color Emoji&#34, &#34Segoe UI Emoji&#34, &#34Segoe UI Symbol&#34, &#34Noto Color Emoji&#34; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: pre-wrap; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;&#39 id=&#34isPasted&#34>The county is responsible for recording property deeds that meet state and local requirements, but we do not offer services to prepare, review, or pre-approve deeds beyond clearing deeds for tax certification via the Treasure&#39s office. Our role is to ensure that deeds submitted for recording comply with legal standards for document acceptance.&nbsp;</span></p><p style=&#39border: 0px solid rgb(227, 227, 227); box-sizing: border-box; --tw-border-spacing-x: 0; --tw-border-spacing-y: 0; --tw-translate-x: 0; --tw-translate-y: 0; --tw-rotate: 0; --tw-skew-x: 0; --tw-skew-y: 0; --tw-scale-x: 1; --tw-scale-y: 1; --tw-pan-x: ; --tw-pan-y: ; --tw-pinch-zoom: ; --tw-scroll-snap-strictness: proximity; --tw-gradient-from-position: ; --tw-gradient-via-position: ; --tw-gradient-to-position: ; --tw-ordinal: ; --tw-slashed-zero: ; --tw-numeric-figure: ; --tw-numeric-spacing: ; --tw-numeric-fraction: ; --tw-ring-inset: ; --tw-ring-offset-width: 0px; --tw-ring-offset-color: #fff; --tw-ring-color: rgba(69,89,164,.5); --tw-ring-offset-shadow: 0 0 transparent; --tw-ring-shadow: 0 0 transparent; --tw-shadow: 0 0 transparent; --tw-shadow-colored: 0 0 transparent; --tw-blur: ; --tw-brightness: ; --tw-contrast: ; --tw-grayscale: ; --tw-hue-rotate: ; --tw-invert: ; --tw-saturate: ; --tw-sepia: ; --tw-drop-shadow: ; --tw-backdrop-blur: ; --tw-backdrop-brightness: ; --tw-backdrop-contrast: ; --tw-backdrop-grayscale: ; --tw-backdrop-hue-rotate: ; --tw-backdrop-invert: ; --tw-backdrop-opacity: ; --tw-backdrop-saturate: ; --tw-backdrop-sepia: ; --tw-contain-size: ; --tw-contain-layout: ; --tw-contain-paint: ; --tw-contain-style: ; margin: 1.25em 0px; color: rgb(13, 13, 13); font-family: Söhne, ui-sans-serif, system-ui, -apple-system, &#34Segoe UI&#34, Roboto, Ubuntu, Cantarell, &#34Noto Sans&#34, sans-serif, &#34Helvetica Neue&#34, Arial, &#34Apple Color Emoji&#34, &#34Segoe UI Emoji&#34, &#34Segoe UI Symbol&#34, &#34Noto Color Emoji&#34; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: pre-wrap; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;&#39 id=&#34isPasted&#34>For assistance with preparing or reviewing your property deed, we recommend contacting one of the following:</p><ul style=&#39border: 0px solid rgb(227, 227, 227); box-sizing: border-box; --tw-border-spacing-x: 0; --tw-border-spacing-y: 0; --tw-translate-x: 0; --tw-translate-y: 0; --tw-rotate: 0; --tw-skew-x: 0; --tw-skew-y: 0; --tw-scale-x: 1; --tw-scale-y: 1; --tw-pan-x: ; --tw-pan-y: ; --tw-pinch-zoom: ; --tw-scroll-snap-strictness: proximity; --tw-gradient-from-position: ; --tw-gradient-via-position: ; --tw-gradient-to-position: ; --tw-ordinal: ; --tw-slashed-zero: ; --tw-numeric-figure: ; --tw-numeric-spacing: ; --tw-numeric-fraction: ; --tw-ring-inset: ; --tw-ring-offset-width: 0px; --tw-ring-offset-color: #fff; --tw-ring-color: rgba(69,89,164,.5); --tw-ring-offset-shadow: 0 0 transparent; --tw-ring-shadow: 0 0 transparent; --tw-shadow: 0 0 transparent; --tw-shadow-colored: 0 0 transparent; --tw-blur: ; --tw-brightness: ; --tw-contrast: ; --tw-grayscale: ; --tw-hue-rotate: ; --tw-invert: ; --tw-saturate: ; --tw-sepia: ; --tw-drop-shadow: ; --tw-backdrop-blur: ; --tw-backdrop-brightness: ; --tw-backdrop-contrast: ; --tw-backdrop-grayscale: ; --tw-backdrop-hue-rotate: ; --tw-backdrop-invert: ; --tw-backdrop-opacity: ; --tw-backdrop-saturate: ; --tw-backdrop-sepia: ; --tw-contain-size: ; --tw-contain-layout: ; --tw-contain-paint: ; --tw-contain-style: ; list-style: disc; margin: 0px 0px 1rem; padding: 0px 0px 0px 1.25rem; color: rgb(13, 13, 13); font-family: Söhne, ui-sans-serif, system-ui, -apple-system, &#34Segoe UI&#34, Roboto, Ubuntu, Cantarell, &#34Noto Sans&#34, sans-serif, &#34Helvetica Neue&#34, Arial, &#34Apple Color Emoji&#34, &#34Segoe UI Emoji&#34, &#34Segoe UI Symbol&#34, &#34Noto Color Emoji&#34; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: pre-wrap; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;&#39><li style=&#34border: 0px solid rgb(227, 227, 227); box-sizing: border-box; --tw-border-spacing-x: 0; --tw-border-spacing-y: 0; --tw-translate-x: 0; --tw-translate-y: 0; --tw-rotate: 0; --tw-skew-x: 0; --tw-skew-y: 0; --tw-scale-x: 1; --tw-scale-y: 1; --tw-pan-x: ; --tw-pan-y: ; --tw-pinch-zoom: ; --tw-scroll-snap-strictness: proximity; --tw-gradient-from-position: ; --tw-gradient-via-position: ; --tw-gradient-to-position: ; --tw-ordinal: ; --tw-slashed-zero: ; --tw-numeric-figure: ; --tw-numeric-spacing: ; --tw-numeric-fraction: ; --tw-ring-inset: ; --tw-ring-offset-width: 0px; --tw-ring-offset-color: #fff; --tw-ring-color: rgba(69,89,164,.5); --tw-ring-offset-shadow: 0 0 transparent; --tw-ring-shadow: 0 0 transparent; --tw-shadow: 0 0 transparent; --tw-shadow-colored: 0 0 transparent; --tw-blur: ; --tw-brightness: ; --tw-contrast: ; --tw-grayscale: ; --tw-hue-rotate: ; --tw-invert: ; --tw-saturate: ; --tw-sepia: ; --tw-drop-shadow: ; --tw-backdrop-blur: ; --tw-backdrop-brightness: ; --tw-backdrop-contrast: ; --tw-backdrop-grayscale: ; --tw-backdrop-hue-rotate: ; --tw-backdrop-invert: ; --tw-backdrop-opacity: ; --tw-backdrop-saturate: ; --tw-backdrop-sepia: ; --tw-contain-size: ; --tw-contain-layout: ; --tw-contain-paint: ; --tw-contain-style: ; margin-bottom: 0px; margin-top: 0px; padding-left: 0px;&#34><strong style=&#34border: 0px solid rgb(227, 227, 227); box-sizing: border-box; --tw-border-spacing-x: 0; --tw-border-spacing-y: 0; --tw-translate-x: 0; --tw-translate-y: 0; --tw-rotate: 0; --tw-skew-x: 0; --tw-skew-y: 0; --tw-scale-x: 1; --tw-scale-y: 1; --tw-pan-x: ; --tw-pan-y: ; --tw-pinch-zoom: ; --tw-scroll-snap-strictness: proximity; --tw-gradient-from-position: ; --tw-gradient-via-position: ; --tw-gradient-to-position: ; --tw-ordinal: ; --tw-slashed-zero: ; --tw-numeric-figure: ; --tw-numeric-spacing: ; --tw-numeric-fraction: ; --tw-ring-inset: ; --tw-ring-offset-width: 0px; --tw-ring-offset-color: #fff; --tw-ring-color: rgba(69,89,164,.5); --tw-ring-offset-shadow: 0 0 transparent; --tw-ring-shadow: 0 0 transparent; --tw-shadow: 0 0 transparent; --tw-shadow-colored: 0 0 transparent; --tw-blur: ; --tw-brightness: ; --tw-contrast: ; --tw-grayscale: ; --tw-hue-rotate: ; --tw-invert: ; --tw-saturate: ; --tw-sepia: ; --tw-drop-shadow: ; --tw-backdrop-blur: ; --tw-backdrop-brightness: ; --tw-backdrop-contrast: ; --tw-backdrop-grayscale: ; --tw-backdrop-hue-rotate: ; --tw-backdrop-invert: ; --tw-backdrop-opacity: ; --tw-backdrop-saturate: ; --tw-backdrop-sepia: ; --tw-contain-size: ; --tw-contain-layout: ; --tw-contain-paint: ; --tw-contain-style: ; font-weight: 600; color: var(--tw-prose-bold); margin-top: 1.25em; margin-bottom: 1.25em;&#34>Real Estate Attorneys</strong>: They provide comprehensive legal advice and ensure that your deed adheres to all applicable laws and regulations.</li><li style=&#34border: 0px solid rgb(227, 227, 227); box-sizing: border-box; --tw-border-spacing-x: 0; --tw-border-spacing-y: 0; --tw-translate-x: 0; --tw-translate-y: 0; --tw-rotate: 0; --tw-skew-x: 0; --tw-skew-y: 0; --tw-scale-x: 1; --tw-scale-y: 1; --tw-pan-x: ; --tw-pan-y: ; --tw-pinch-zoom: ; --tw-scroll-snap-strictness: proximity; --tw-gradient-from-position: ; --tw-gradient-via-position: ; --tw-gradient-to-position: ; --tw-ordinal: ; --tw-slashed-zero: ; --tw-numeric-figure: ; --tw-numeric-spacing: ; --tw-numeric-fraction: ; --tw-ring-inset: ; --tw-ring-offset-width: 0px; --tw-ring-offset-color: #fff; --tw-ring-color: rgba(69,89,164,.5); --tw-ring-offset-shadow: 0 0 transparent; --tw-ring-shadow: 0 0 transparent; --tw-shadow: 0 0 transparent; --tw-shadow-colored: 0 0 transparent; --tw-blur: ; --tw-brightness: ; --tw-contrast: ; --tw-grayscale: ; --tw-hue-rotate: ; --tw-invert: ; --tw-saturate: ; --tw-sepia: ; --tw-drop-shadow: ; --tw-backdrop-blur: ; --tw-backdrop-brightness: ; --tw-backdrop-contrast: ; --tw-backdrop-grayscale: ; --tw-backdrop-hue-rotate: ; --tw-backdrop-invert: ; --tw-backdrop-opacity: ; --tw-backdrop-saturate: ; --tw-backdrop-sepia: ; --tw-contain-size: ; --tw-contain-layout: ; --tw-contain-paint: ; --tw-contain-style: ; margin-bottom: 0px; margin-top: 0px; padding-left: 0px;&#34><strong style=&#34border: 0px solid rgb(227, 227, 227); box-sizing: border-box; --tw-border-spacing-x: 0; --tw-border-spacing-y: 0; --tw-translate-x: 0; --tw-translate-y: 0; --tw-rotate: 0; --tw-skew-x: 0; --tw-skew-y: 0; --tw-scale-x: 1; --tw-scale-y: 1; --tw-pan-x: ; --tw-pan-y: ; --tw-pinch-zoom: ; --tw-scroll-snap-strictness: proximity; --tw-gradient-from-position: ; --tw-gradient-via-position: ; --tw-gradient-to-position: ; --tw-ordinal: ; --tw-slashed-zero: ; --tw-numeric-figure: ; --tw-numeric-spacing: ; --tw-numeric-fraction: ; --tw-ring-inset: ; --tw-ring-offset-width: 0px; --tw-ring-offset-color: #fff; --tw-ring-color: rgba(69,89,164,.5); --tw-ring-offset-shadow: 0 0 transparent; --tw-ring-shadow: 0 0 transparent; --tw-shadow: 0 0 transparent; --tw-shadow-colored: 0 0 transparent; --tw-blur: ; --tw-brightness: ; --tw-contrast: ; --tw-grayscale: ; --tw-hue-rotate: ; --tw-invert: ; --tw-saturate: ; --tw-sepia: ; --tw-drop-shadow: ; --tw-backdrop-blur: ; --tw-backdrop-brightness: ; --tw-backdrop-contrast: ; --tw-backdrop-grayscale: ; --tw-backdrop-hue-rotate: ; --tw-backdrop-invert: ; --tw-backdrop-opacity: ; --tw-backdrop-saturate: ; --tw-backdrop-sepia: ; --tw-contain-size: ; --tw-contain-layout: ; --tw-contain-paint: ; --tw-contain-style: ; font-weight: 600; color: var(--tw-prose-bold); margin-top: 1.25em; margin-bottom: 1.25em;&#34>Title Companies</strong>: These companies specialize in examining property titles and can assist in ensuring that your deed is correctly prepared.</li></ul>",08/05/2024 14:29:37,,
GIS,Published,ADDRESSES: How do I change where my tax bill is mailed?,Published,<p><a href=&#34https://www.vanburencountymi.gov/867/Change-Property-Tax-Bill-Mailing-Address&#34>You can change the name or mailing address on your property tax bill online! Just follow this link.</a></p>,08/05/2024 14:29:01,,
GIS,Published,SURVEYS: Will the county survey my property?,Published,<p>The county does not provide private surveying services. The role of the elected County Surveyor is limited to administering the County Remonumentation Program. Please contact a local private surveying company if you need a survey of your property.</p>,08/05/2024 14:26:02,,
GIS,Published,"SURVEYS: I think my property was surveyed in the past, where can I find it?",Published,"<p id=&#34isPasted&#34>To find an old survey for your property, you can follow these steps:</p><ol start=&#341&#34 type=&#341&#34><li><strong>Check Your Records</strong>: Start by looking through any documents you have related to your property. This may include the deed, title insurance policy, or previous property appraisals. if a survey exists, it is often included with these documents.</li><li><strong>Contact the Previous Owner</strong>: If you recently purchased the property, the previous owner may have a copy of the survey.</li><li><strong>Consult the County Register of Deeds</strong>: The Register of Deeds office may have survey records. This office keeps a repository of various property documents, including surveys.</li><li><strong>Contact a Local Surveyor</strong>: If you cannot find an existing survey, a local surveyor who has worked in the area for a long time might have records of past surveys. They might also be able to conduct a new survey for you.</li></ol>",08/05/2024 15:18:21,,
GIS,Published,ADDRESSES: How do a get an address for my property?,Published,"<p>In most cases, you will need to first obtain a <a href=&#34https://www.vbcrc.org/drivewaypermits&#34 target=&#34_blank&#34 rel=&#34noopener&#34>Driveway Permit from the County Road Commission</a>. Once you have received your permit, visit or contact the <a href=&#34https://www.vanburencountymi.gov/550/Digital-Information&#34 target=&#34_blank&#34 rel=&#34noopener&#34>Digital Information Department</a> to get your new address, including a green address sign. More information is available on the <a href=&#34http://county addressing web page&#34 target=&#34_blank&#34 rel=&#34noopener&#34>county addressing web page</a>.</p>",08/05/2024 14:42:31,,
GIS,Published,MAPS: Can I get a custom made map of my area from the county?,Published,"<p>Yes, but first check out our <strong>free</strong> <a href=&#34https://www.vanburencountymi.gov/622/Interactive-Maps&#34 target=&#34_blank&#34 rel=&#34noopener&#34>interactive mapping systems</a> and try using them to print out the map you need. There are several different viewers showcasing different types of information. It is likely one of them will have the information you are looking for and you can make a map from there for<strong>&nbsp;free</strong>! If you still want a custom map, contact the <a href=&#34https://www.vanburencountymi.gov/550/Digital-Information&#34 target=&#34_blank&#34 rel=&#34noopener&#34>DID</a> and we will see what we can do. Some charges will apply for our mapping services.</p>",08/05/2024 14:48:15,,
GIS,Published,DIMENSIONS: What are my parcel dimensions?,Published,"<p id=&#34isPasted&#34>To find the dimensions of your parcel, you can use several resources:</p><ol start=&#341&#34 type=&#341&#34><li><strong>Property Deed</strong>: Your property deed typically contains a legal description of your parcel, which includes the dimensions and boundaries. This document should have been provided when you purchased the property.</li><li><strong>Survey Documents</strong>: If you have a property survey, it will show the exact dimensions and boundaries of your parcel. This survey might be included with your property records or obtained from a previous surveyor.</li><li><strong>County GIS (Geographic Information System)</strong>: Van Buren County has <a href=&#34https://www.vanburencountymi.gov/622/Interactive-Maps&#34 target=&#34_blank&#34 rel=&#34noopener&#34>interactive maps</a> with tools that allow you to measure your approximate property dimensions. The<a href=&#34https://gis.vanburencountymi.gov/van-buren-county-mi/maps/139519/parcel-viewer-beta-?preview=true#&#34 target=&#34_blank&#34 rel=&#34noopener&#34>&nbsp;Parcel Viewer</a> also has dimension labels on many property lines.</li><li><strong>Tax Assessment Information</strong>: Your property tax assessment notice or bill will include the dimensions or lot size of your parcel. You can access these records online through the county <a href=&#34https://bsaonline.com/Home/Index?uid=2070&#34 target=&#34_blank&#34 rel=&#34noopener&#34>property tax website</a>.</li><li><a href=&#34https://www.vanburencountymi.gov/499/Register-of-Deeds&#34 target=&#34_blank&#34 rel=&#34noopener&#34><strong>County Register of Deeds</strong>:</a> This office maintains property records and may be able to provide copies of documents that describe your parcel dimensions.</li></ol><p>For more detailed assistance, you can contact our office directly, and we can help guide you to the appropriate resources and offices to find your parcel dimensions.</p>",08/05/2024 15:01:37,,
GIS,Published,DIMENSIONS: How accurate are the parcel lines on the Parcel Viewer?,Published,"<p>The parcel lines on our GIS maps and internet mapping platforms are for reference purposes only and may not accurately reflect the actual location of parcel boundaries.&nbsp; Some lines are relatively accurate, while others may be off 20 feet or more. While the DID is actively working to improve the accuracy of the parcel lines to +/-3 feet, this is a very big project and will take many years to complete. &nbsp;When in doubt, always contact a private surveyor.</p>",08/05/2024 15:06:48,,
GIS,Published,ADDRESSES: Why is my address in the wrong location on Google and other mapping sites?,Published,"<p>Google and other map sites are private companies that maintain their own private proprietary address databases. The county has no control over where they locate your address on their maps. If your address is in the wrong location on their maps, your best bet is to contact them directly to have it fixed. Some sites, like Google, have ways you can suggest an edit or add a missing place online.</p>",08/05/2024 15:11:52,,
GIS,Published,AI: What is Marty AI?,Published,"<p>Marty AI is an AI-powered chatbot being tested on the Van Buren County website. It has been trained on the information contained in the website and is able to quickly and efficiently answer most questions you may have. Try it out, but please use some caution, Marty is still a work in progress and may occasionally give you some incorrect information.</p>",08/05/2024 15:15:46,,
GIS,Published,PLAT BOOKS: Where can I purchase a new plat book.,Published,"<p>The newest, 2023, edition of the Van Buren County Plat Book may be purchased for $40 from the DID. Visit the<a href=&#34https://www.vanburencountymi.gov/625/Plat-Books&#34 target=&#34_blank&#34 rel=&#34noopener&#34> Plat Book page</a> for more information.</p>",08/05/2024 15:20:47,,
GIS,Published,PLAT BOOKS: Are old plat books of the county available?,Published,<p>Yes! Some of the more recent past editions of the plat book can still be purchased in new condition at a discount from the county DID. We also have several editions of pre-1929 plat books available on-line for FREE. Visit the <a href=&#34https://www.vanburencountymi.gov/625/Plat-Books&#34 target=&#34_blank&#34 rel=&#34noopener&#34>Plat Book page</a> for more information.</p>,08/05/2024 15:24:15,,
GIS,Published,DEEDS: How do I change or add a name to my deed?,Published,<p>Contact the <a href=&#34https://www.vanburencountymi.gov/499/Register-of-Deeds&#34 target=&#34_blank&#34 rel=&#34noopener&#34>Register of Deeds</a> office.</p>,08/05/2024 17:07:22,,
GIS,Published,PROPERTY: How do I split or combine my parcel?,Published,"<p>Splits and combinations of parcels are managed at the local city, village, or township level. Contact you local municipality for more details.</p>",08/05/2024 17:09:31,,
GIS,Published,"PROPERTY: What is the zoning on my parcel? ",Published,"<p>Zoning is managed by the local city. village, or township. Contact your local municipality for more information.</p>",08/05/2024 17:14:44,,
GIS,Published,PROPERTY: What are the building requirements on my property?,Published,"<p>Building requirements and permits are managed by the local city, village, or township. Contact your local municipality for more information.</p>",08/05/2024 17:16:03,,
GIS,Published,MAPS: Where can I find a copy of an original plat or subdivision map?,Published,"<p id=&#34isPasted&#34>To find a copy of an original plat or subdivision map, follow these steps:</p><p style=&#34margin-left: 20px;&#34>1. Open the <a href=&#34https://gis.vanburencountymi.gov/van-buren-county-mi/maps/139519/parcel-viewer-beta-?preview=true#&#34 target=&#34_blank&#34 rel=&#34noopener&#34>Parcel Viewer</a>.</p><p style=&#34margin-left: 20px;&#34>2. Turn on the subdivision layer in the map Legend.</p><p style=&#34margin-left: 20px;&#34>3. Navigate to the subdivision you want.</p><p style=&#34margin-left: 20px;&#34>4. Click on the subdivision.</p><p style=&#34margin-left: 20px;&#34>5. In the information pop-up window, pan through the &quot;Multiple Features Selected&quot; arrows until the Subdivision information comes up.</p><p style=&#34margin-left: 20px;&#34>6. Click the link to download the original subdivision map.</p>",08/05/2024 17:25:44,,
Broadband Expansion Efforts,Published,How soon might I get broadband at my house?,Published,"<p id=&#34isPasted&#34>There are 5 basic steps to build a broadband fiber network from scratch. &nbsp;It can be expected to take several years from start to finish.</p><ul><li>Assess Community Need and Establish Support</li><li>Conduct Feasibility Study and Estimate Project Budget</li><li>Secure Funding</li><li>Engineer and Build Fiber Network</li><li>Activate and Operate Network</li></ul><p>The BBTF has complete steps 1 and 2. &nbsp;Once funding is secured, it can be estimated to take another 3-5 years to fully complete the project.</p>",01/26/2024 15:12:04,,
Broadband Expansion Efforts,Published,How much will it cost to reach every home in all 15 townships?,Published,"<p>Depending on the PFSA boundary, the project budget is estimated to range from $30M-$66M. &nbsp;The funding is expected to be a public private partnership; a blend of federal/state grant dollars, private investors and possibly a millage.</p>",01/26/2024 15:12:29,,
Broadband Expansion Efforts,Published,What are the available financing options for this project?,Published,<ul id=&#34isPasted&#34><li>Bond backed by a Millage</li><li>Pooling of Private Investors/Individual Contributions</li><li>Philanthropic Benefactor</li><li>Public Private Partnership</li></ul><p>Funding mechanism not allowed for this type of project</p><ul><li>Special Assessment Districts</li><li>Conventional Loan</li><li>Township General Fund</li></ul>,01/26/2024 15:13:41,,
Broadband Expansion Efforts,Published,Can a single Township pursue a broadband build out independent from the 15 Township Project?,Published,<p>Yes. &nbsp;That Township would then be responsible for all 5 steps of the process.</p>,01/26/2024 15:14:16,,
Broadband Expansion Efforts,Published,"When I get broadband at my house, will my property taxes go up?",Published,<p>Possibly. &nbsp;Remember that <u id=&#34isPasted&#34>taxable</u> value increases are limited by the Headlee Amendment. &nbsp;The SEV is a different number and tracks with the market value of a property. &nbsp;Property taxes are calculated on the taxable value within the constraints of the Headlee amendment.</p>,01/26/2024 15:14:44,,
Broadband Expansion Efforts,Published,How much will my monthly broadband service cost?,Published,"<p id=&#34isPasted&#34>It depends on the financing and rate structure. If property owners pool their money to fund the project, the per investor cost will vary. &nbsp;If a millage is approved, the cost will be determined by taxable property value, reflected in the rate structure, the length of the millage and the interest rate on the bond to be paid off.</p><p><strong>Examples:&nbsp;</strong></p><p>In Lyndon Township (2020), a resident can choose from 3 unlimited fiber internet plans; ranging from 25 Mbps @ $34.95/month to 1 Gps @ $69.95/month. &nbsp;<a href=&#34http://www.lyndonbroadband.org/faq/&#34>http://www.lyndonbroadband.org/faq/#</a>&nbsp; + millage</p><p>In Sharon Township (2017), it was estimated that the monthly cost for the average property owner ($77,000 taxable value) would be under $100 ($35 for unlimited high-speed broadband plus approximately $45 per month for the millage.)</p>",01/26/2024 15:15:17,,
Broadband Expansion Efforts,Published,What can I do with broadband?,Published,<p id=&#34isPasted&#34>The Lyndon Township broadband web site features a comprehensive list.&nbsp;</p><p><a href=&#34http://www.lyndonbroadband.org/i-can-do-this-with-high-speed-internet/&#34>http://www.lyndonbroadband.org/i-can-do-this-with-high-speed-internet/</a></p>,01/26/2024 15:15:39,,
Broadband Expansion Efforts,Published,How did you determine who has broadband access and who does not?,Published,<p id=&#34isPasted&#34>Two techniques were used to survey the 15 townships.&nbsp;</p><ul><li>Online speed test conducted by survey participants at their home</li><li>Visual assessment completed by an experienced internet network professional who drove all the roads in the 15 township area</li><li>Coverage maps are available at&nbsp;<a href=&#34http://www.washtenaw.org/broadband&#34>www.washtenaw.org/broadband</a></li></ul>,01/26/2024 15:15:59,,
Broadband Expansion Efforts,Published,Why won’t the big ISP’s (internet service providers) expand their service areas?,Published,"<p>The for-profit ISPs require a defined return on their investment (ROI) over a prescribed period of time. &nbsp;In the rural areas, where population densities are lower, the ROI takes too long to satisfy their shareholders.</p>",01/26/2024 15:16:20,,
Broadband Expansion Efforts,Published,Will government solve this problem?,Published,"<p>We&rsquo;re working on it! &nbsp;The polarized partisan nature of Michigan&rsquo;s legislature and the Congress makes consensus challenging at this time. &nbsp;The political will of our elected officials, will determine the direction of future public policy and funding.</p>",01/26/2024 15:16:48,,
Broadband Expansion Efforts,Published,What can I do to support broadband expansion?,Published,"<ul class=&#34decimal_type&#34 id=&#34isPasted&#34><li>Get to know your elected officials and ask them about their work on expanding broadband access.&nbsp;</li><li>Federal and State Officials: &nbsp;<a href=&#34https://www.270towin.com/elected-officials/&#34>https://www.270towin.com/elected-officials/</a></li><li>Local Officials: &nbsp;contact your County Clerk&rsquo;s office</li><li>Submit a letter about your experience and concerns to your local media presence; newspapers, e-news outlets, Facebook, Twitter, Instagram</li><li>Testify at local meetings about your need for broadband access: &nbsp;County Commission, Township Board, City &amp; Village Councils</li><li>Talk to your neighbors and personal &nbsp;networks about the need for broadband expansion</li><li>Form a Community Broadband Committee</li></ul><p><strong>Resource:</strong>&nbsp; Community Broadband Access Framework&nbsp;<a href=&#34http://www.mbcoop.org/resources-2&#34>http://www.mbcoop.org/resources-2</a></p>",01/26/2024 15:20:33,,
Broadband Expansion Efforts,Published,Is fiber future proof? Why is fiber better than cellular/wireless or satellite?,Published,"<ul id=&#34isPasted&#34><li>Yes. &nbsp;Fiber has unlimited bandwidth and is the fastest, most reliable technology available today and for foreseeable future. &nbsp;Data travels at the speed of light on fiber.</li><li>Cellular/wireless service isn&rsquo;t viable because of high speed data caps, weather, rolling topography and trees.</li><li>Satellite service also has data caps in addition to long lag times/latency.</li><li>5G is just another version of cellular, still slower with less bandwidth than a fiber connection, and only works where mini cells or antennas can be mounted/installed every 500 feet or so. Practical in cities where there are light polls and buildings close together.</li></ul>",01/26/2024 15:21:35,,
Public Defender&#39s Office,Published,What do public defenders do?,Published,"<p><span style=&#39color: rgb(20, 20, 12); font-family: &#34Source Sans Pro&#34; font-size: 18px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;&#39 id=&#34isPasted&#34>The Constitution guarantees everyone the right to an attorney, even if they cannot afford one. Public defenders are full time staff attorneys serving under the direction of the Chief Public Defender who are appointed to represent people who cannot reasonably afford to hire an attorney.&nbsp;</span></p>",12/16/2024 16:20:23,,
Public Defender&#39s Office,Published,Who is eligible to get a public defender?,Published,"<p><span style=&#39color: rgb(20, 20, 12); font-family: &#34Source Sans Pro&#34; font-size: 18px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;&#39 id=&#34isPasted&#34>To qualify for a public defender, a person must be considered &quot;indigent.&quot; In Van Buren County, indigency determinations are made by the Chief Public Defender and are made on a case-by-case basis.&nbsp;</span></p>",12/16/2024 16:21:18,,
Public Defender&#39s Office,Published,How can I get a public defender?,Published,"<p><span style=&#39color: rgb(20, 20, 12); font-family: &#34Source Sans Pro&#34; font-size: 18px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;&#39 id=&#34isPasted&#34>You must apply and be determined indigent to have an attorney appointed to represent you. To apply, contact the Public Defender&apos;s Office and request to be screened for indigency and one of our Legal Specialists will assist you. You can also apply by submitting an Application for Public Defender. Applications can be submitted online or in person.&nbsp;</span></p>",12/16/2024 16:24:41,,
